"DeveloperName","Field_API_Name__c","Id","Label","Language","MasterLabel","NamespacePrefix","Object_API_Name__c","QualifiedApiName","SystemModstamp"
"Work_Item","Jpeto__Assigned_User__c","m0TRK00000HHF2T2AX","Work Item","en_US","Work Item","","Jpeto__Work_Item__c","Work_Item","2025-10-20T09:49:22.000Z"
