"Category__c","DeveloperName","Id","Label","Language","MasterLabel","NamespacePrefix","Period_Interval__c","QualifiedApiName","SystemModstamp"
"","Timesheet_Period_Settings","m013t0000009B4FAAU","Timesheet Period Settings","en_US","Timesheet Period Settings","","Weekly","Timesheet_Period_Settings","2021-07-13T18:34:14.000Z"
