"Active_No_Tasks_Value__c","Active_Tasks_Available_Value__c","CreatedById","CreatedDate","Id","Inactive_Status_Values__c","IsDeleted","LastModifiedById","LastModifiedDate","Name","SetupOwnerId","SystemModstamp"
"Active - No Tasks","Active - Tasks Available","0053t000008GkyTAAS","2025-11-12T12:59:09.000Z","a1uRK00000Cw6ZBYAZ","Backlogged;On Hold;Closed","false","0053t000008GkyTAAS","2025-11-12T12:59:09.000Z","a1uRK00000Cw6ZB","00DRK00000G27XG2AZ","2025-11-12T12:59:09.000Z"
